# Logfile created on 2026-04-16 14:38:39 +0200 by logger.rb/v1.5.3
2026-04-16 14:38:39 +0200: Memory Usage (438936K) : Starting running IHP-SG13G2 KLayout DRC runset on /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/designs/inverter/layout/inverter.klay.gds
2026-04-16 14:38:39 +0200: Memory Usage (438936K) : Ruby Version for klayout: 3.2.3
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : Loading database to memory is complete.
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : IHP-SG13G2 KLayout DRC runset output at: /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/drc_run_TOP/inverter.klay_TOP_topmetal1.lyrdb
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : Evaluate switches.
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : tables selected: topmetal1
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : KLayout will use 1 thread(s) in tiling mode.
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : deep mode is enabled.
2026-04-16 14:38:39 +0200: Memory Usage (456252K) : prboundary_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456252K) : exchange0_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456252K) : exchange0_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456252K) : exchange0_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456252K) : exchange1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456444K) : exchange1_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456444K) : exchange1_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456444K) : exchange2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456444K) : exchange2_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456444K) : exchange2_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456636K) : exchange3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456636K) : exchange3_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456636K) : exchange3_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456636K) : exchange4_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456828K) : exchange4_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456828K) : exchange4_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456828K) : isonwell_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456828K) : Total no. of polygons in the design is 64
2026-04-16 14:38:39 +0200: Memory Usage (456828K) : Loaded TECH DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
2026-04-16 14:38:39 +0200: Memory Usage (456828K) : Loaded default DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/tech/drc/rule_decks/sg13g2_tech_default.json
2026-04-16 14:38:39 +0200: Memory Usage (456828K) : The following rules values were missing in tech json and default values were used:
2026-04-16 14:38:39 +0200: Memory Usage (456828K) :   - Cnt_c_digibnd
2026-04-16 14:38:39 +0200: Memory Usage (458172K) : Total area of the design is 6.0196000000000005 um^2.
2026-04-16 14:38:39 +0200: Memory Usage (458172K) : The design dimensions are 1.49 µm * 4.04 µm.
2026-04-16 14:38:39 +0200: Memory Usage (458172K) : Starting general IHP-SG13G2 derivations.
2026-04-16 14:38:39 +0200: Memory Usage (458172K) : Starting Pwell derivations
2026-04-16 14:38:39 +0200: Memory Usage (459976K) : Starting IHP-SG13G2 DRC rules.
2026-04-16 14:38:39 +0200: Memory Usage (459976K) : Starting 5.22. TopMetal1 table
2026-04-16 14:38:39 +0200: Memory Usage (459976K) : Executing rule TM1.a
2026-04-16 14:38:39 +0200: Memory Usage (460576K) : Executing rule TM1.b
2026-04-16 14:38:39 +0200: Memory Usage (460576K) : KLayout DRC run for tables 'topmetal1' completed in 0.34 seconds
