# Logfile created on 2026-04-16 14:38:39 +0200 by logger.rb/v1.5.3
2026-04-16 14:38:39 +0200: Memory Usage (437676K) : Starting running IHP-SG13G2 KLayout DRC runset on /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/designs/inverter/layout/inverter.klay.gds
2026-04-16 14:38:39 +0200: Memory Usage (437676K) : Ruby Version for klayout: 3.2.3
2026-04-16 14:38:39 +0200: Memory Usage (438896K) : Loading database to memory is complete.
2026-04-16 14:38:39 +0200: Memory Usage (438896K) : IHP-SG13G2 KLayout DRC runset output at: /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/drc_run_TOP/inverter.klay_TOP_vian.lyrdb
2026-04-16 14:38:39 +0200: Memory Usage (438896K) : Evaluate switches.
2026-04-16 14:38:39 +0200: Memory Usage (438896K) : tables selected: vian
2026-04-16 14:38:39 +0200: Memory Usage (438896K) : KLayout will use 1 thread(s) in tiling mode.
2026-04-16 14:38:39 +0200: Memory Usage (438896K) : deep mode is enabled.
2026-04-16 14:38:39 +0200: Memory Usage (440240K) : nsd_block has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (440624K) : metal1_drw has 13 polygons
2026-04-16 14:38:39 +0200: Memory Usage (440624K) : metal1_pin has 7 polygons
2026-04-16 14:38:39 +0200: Memory Usage (440624K) : metal1_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (440624K) : metal1_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (440624K) : metal1_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (440624K) : metal1_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441008K) : metal1_text has 2 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441008K) : metal1_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441008K) : metal1_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441008K) : metal1_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441200K) : metal1_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441200K) : metal1_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441200K) : passiv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441200K) : passiv_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441392K) : passiv_sbump has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441392K) : passiv_pillar has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441392K) : passiv_pdl has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441392K) : metal2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441584K) : metal2_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441584K) : metal2_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441584K) : metal2_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441584K) : metal2_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441776K) : metal2_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441776K) : metal2_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441776K) : metal2_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441968K) : metal2_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441968K) : metal2_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (441968K) : metal2_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442160K) : metal2_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442160K) : baspoly_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442160K) : baspoly_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442352K) : psd_drw has 2 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442352K) : nldb_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442352K) : digibnd_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442352K) : via1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442352K) : backmetal1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442544K) : backmetal1_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442544K) : backmetal1_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442544K) : backmetal1_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442736K) : backmetal1_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442736K) : backmetal1_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442736K) : backmetal1_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442736K) : backmetal1_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442928K) : backmetal1_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442928K) : backmetal1_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442928K) : backmetal1_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443120K) : backmetal1_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443120K) : backpassiv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443120K) : res_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443120K) : sram_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443312K) : trans_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443312K) : ind_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443504K) : ind_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443504K) : ind_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443504K) : salblock_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443504K) : via2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443696K) : metal3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443696K) : metal3_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443888K) : metal3_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443888K) : metal3_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443888K) : metal3_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443888K) : metal3_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444080K) : metal3_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444080K) : metal3_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444080K) : metal3_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444272K) : metal3_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444272K) : metal3_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444272K) : metal3_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444272K) : nwell_drw has 3 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444464K) : nwell_pin has 1 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444464K) : nbulay_drw has 1 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444656K) : nbulay_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444656K) : nbulay_block has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444656K) : emwind_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444848K) : emwind_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444848K) : deepco_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444848K) : deepco_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445040K) : mim_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445040K) : edgeseal_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445232K) : edgeseal_bound has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445232K) : substrate_drw has 2 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445232K) : substrate_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445232K) : dfpad_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445424K) : dfpad_pillar has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445424K) : dfpad_sbump has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445424K) : thickgateox_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445616K) : pldb_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445616K) : pwell_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445616K) : pwell_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445616K) : pwell_block has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445808K) : ic_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445808K) : via3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446000K) : metal4_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446000K) : metal4_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446000K) : metal4_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446000K) : metal4_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446192K) : metal4_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446192K) : metal4_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446192K) : metal4_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446384K) : metal4_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446384K) : metal4_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446384K) : metal4_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446384K) : metal4_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446576K) : metal4_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446576K) : heattrans_drw has 2 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446768K) : heatres_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446768K) : pempoly_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446768K) : fbe_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446960K) : empoly_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446960K) : ldmos_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446960K) : pbiwind_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447152K) : digisub_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447152K) : nodrc_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447152K) : text_drw has 4 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447344K) : via4_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447344K) : metal5_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447344K) : metal5_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447344K) : metal5_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447536K) : metal5_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447536K) : metal5_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447536K) : metal5_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447728K) : metal5_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447728K) : metal5_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447728K) : metal5_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447728K) : metal5_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447920K) : metal5_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447920K) : metal5_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448112K) : radhard_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448112K) : memcap_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448112K) : varicap_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448304K) : flash_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448304K) : intbondvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448304K) : intbondmet_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448496K) : devbondvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448496K) : devbondmet_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448496K) : devtrench_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448688K) : redist_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448688K) : graphbot_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448688K) : graphtop_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448688K) : antvia1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448880K) : antmetal2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448880K) : graphcont_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448880K) : siwg_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449072K) : siwg_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449072K) : siwg_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449072K) : sigrating_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449264K) : singrating_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449264K) : graphpas_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449264K) : emwind3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449456K) : emwihv3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449456K) : redbulay_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449456K) : smos_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449456K) : graphpad_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449648K) : polimide_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449648K) : polimide_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449840K) : recog_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449840K) : recog_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449840K) : recog_esd has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449840K) : recog_diode has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450032K) : recog_tsv has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450032K) : recog_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450032K) : recog_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450224K) : recog_pillar has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450224K) : recog_sbump has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450416K) : recog_otp has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450416K) : recog_pdiode has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450416K) : recog_mom has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450416K) : recog_pcm has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450416K) : colopen_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450416K) : graphmetal1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450608K) : graphmetal1_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450608K) : graphmetal1_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450608K) : graphmetal1_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450608K) : graphmetal1_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450608K) : graphmet1l_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450800K) : graphmet1l_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450800K) : graphmet1l_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450800K) : graphmet1l_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450800K) : graphmet1l_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450800K) : extblock_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450992K) : nldd_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450992K) : pldd_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450992K) : next_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450992K) : pext_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451184K) : nexthv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451184K) : pexthv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451184K) : graphgate_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451184K) : sinwg_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451376K) : sinwg_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451376K) : sinwg_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451376K) : mempad_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451568K) : topvia1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451568K) : topmetal1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451568K) : topmetal1_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451568K) : topmetal1_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451760K) : topmetal1_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451760K) : topmetal1_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451760K) : topmetal1_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451760K) : topmetal1_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451760K) : topmetal1_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451952K) : topmetal1_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451952K) : topmetal1_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451952K) : topmetal1_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451952K) : inldpwl_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451952K) : polyres_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452144K) : polyres_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452144K) : vmim_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452144K) : nbulaycut_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452144K) : antmetal1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452336K) : topvia2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452336K) : topmetal2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452336K) : topmetal2_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452528K) : topmetal2_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452528K) : topmetal2_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452528K) : topmetal2_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452528K) : topmetal2_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452720K) : topmetal2_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452720K) : topmetal2_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452720K) : topmetal2_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452720K) : topmetal2_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452912K) : topmetal2_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452912K) : snsring_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452912K) : sensor_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453104K) : snsarms_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453104K) : snscmosvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453104K) : colwind_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453104K) : flm_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453296K) : hafniumox_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453296K) : memvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453296K) : thinfilmres_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453488K) : rfmem_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453488K) : norcx_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453488K) : norcx_m2m3 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453488K) : norcx_m2m4 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453680K) : norcx_m2m5 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453680K) : norcx_m2tm1 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453680K) : norcx_m2tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453872K) : norcx_m3m4 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453872K) : norcx_m3m5 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453872K) : norcx_m3tm1 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454064K) : norcx_m3tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454064K) : norcx_m4m5 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454064K) : norcx_m4tm1 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454064K) : norcx_m4tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454064K) : norcx_m5tm1 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454064K) : norcx_m5tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454064K) : norcx_tm1tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454256K) : norcx_m1sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454256K) : norcx_m2sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454256K) : norcx_m3sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454256K) : norcx_m4sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454256K) : norcx_m5sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454256K) : norcx_tm1sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454448K) : norcx_tm2sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454448K) : snsbotvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454448K) : snstopvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454448K) : deepvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454448K) : fgetch_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454640K) : ctrgat_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454640K) : fgimp_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454640K) : emwihv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454640K) : lbe_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454640K) : alcustop_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454832K) : nometfiller_drw has 0 polygons
