# Logfile created on 2026-04-16 14:38:40 +0200 by logger.rb/v1.5.3
2026-04-16 14:38:40 +0200: Memory Usage (439068K) : Starting running IHP-SG13G2 KLayout DRC runset on /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/designs/inverter/layout/inverter.klay.gds
2026-04-16 14:38:40 +0200: Memory Usage (439068K) : Ruby Version for klayout: 3.2.3
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : Loading database to memory is complete.
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : IHP-SG13G2 KLayout DRC runset output at: /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/drc_run_TOP/inverter.klay_TOP_topvia2.lyrdb
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : Evaluate switches.
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : tables selected: topvia2
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : KLayout will use 1 thread(s) in tiling mode.
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : deep mode is enabled.
2026-04-16 14:38:40 +0200: Memory Usage (456212K) : prboundary_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456212K) : exchange0_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456212K) : exchange0_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456212K) : exchange0_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456404K) : exchange1_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456404K) : exchange1_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456404K) : exchange1_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456404K) : exchange2_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456404K) : exchange2_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456596K) : exchange2_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456596K) : exchange3_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456596K) : exchange3_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456596K) : exchange3_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456788K) : exchange4_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456788K) : exchange4_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456788K) : exchange4_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456980K) : isonwell_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456980K) : Total no. of polygons in the design is 64
2026-04-16 14:38:40 +0200: Memory Usage (456980K) : Loaded TECH DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
2026-04-16 14:38:40 +0200: Memory Usage (456980K) : Loaded default DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/tech/drc/rule_decks/sg13g2_tech_default.json
2026-04-16 14:38:40 +0200: Memory Usage (456980K) : The following rules values were missing in tech json and default values were used:
2026-04-16 14:38:40 +0200: Memory Usage (456980K) :   - Cnt_c_digibnd
2026-04-16 14:38:40 +0200: Memory Usage (458136K) : Total area of the design is 6.0196000000000005 um^2.
2026-04-16 14:38:40 +0200: Memory Usage (458136K) : The design dimensions are 1.49 µm * 4.04 µm.
2026-04-16 14:38:40 +0200: Memory Usage (458136K) : Starting general IHP-SG13G2 derivations.
2026-04-16 14:38:40 +0200: Memory Usage (458136K) : Starting Pwell derivations
2026-04-16 14:38:40 +0200: Memory Usage (460332K) : Starting IHP-SG13G2 DRC rules.
2026-04-16 14:38:40 +0200: Memory Usage (460332K) : Starting 5.24. TopVia2 table
2026-04-16 14:38:40 +0200: Memory Usage (460332K) : Executing rule TV2.a
2026-04-16 14:38:40 +0200: Memory Usage (460524K) : Executing rule TV2.b
2026-04-16 14:38:40 +0200: Memory Usage (460748K) : Executing rule TV2.c
2026-04-16 14:38:40 +0200: Memory Usage (460748K) : Executing rule TV2.d
2026-04-16 14:38:40 +0200: Memory Usage (460940K) : KLayout DRC run for tables 'topvia2' completed in 0.15 seconds
